dependencia_original,decreto,fecha_decreto,factura,fecha_factura,modelo_original,serie_original,valor_clp,pagina_pdf,tabla,fila_tabla,id_fila,dependencia,familia,rbd,serie,observacion
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,LENOVO TAB P11 11” 6GB RAM 128 GB WIFI LTE TECLADO Y LAPIZ,HA1D39Z5,349999,48,10.0,2.0,no_habidos_48_10_2,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,HA1D39Z5,10.a
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,LENOVO TAB P11 11” 6GB RAM 128 GB WIFI LTE TECLADO Y LAPIZ,HA1D39TV,349999,48,10.0,3.0,no_habidos_48_10_3,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,HA1D39TV,10.a
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,LENOVO TAB P11 11” 6GB RAM 128 GB WIFI LTE TECLADO Y LAPIZ,HA1D37W0,349999,48,10.0,4.0,no_habidos_48_10_4,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,HA1D37W0,10.a
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,LENOVO TAB P11 11” 6GB RAM 128 GB WIFI LTE TECLADO Y LAPIZ,HA1D37VH,349999,48,10.0,5.0,no_habidos_48_10_5,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,HA1D37VH,10.a
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,LENOVO TAB P11 11” 6GB RAM 128 GB WIFI LTE TECLADO Y LAPIZ,HA1D360M,349999,48,10.0,6.0,no_habidos_48_10_6,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,HA1D360M,10.a
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,LENOVO TAB P11 11” 6GB RAM 128 GB WIFI LTE TECLADO Y LAPIZ,HA1D360J,349999,48,10.0,7.0,no_habidos_48_10_7,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,HA1D360J,10.a
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,LENOVO TAB P11 11” 6GB RAM 128 GB WIFI LTE TECLADO Y LAPIZ,HA1D35ZF,349999,48,10.0,8.0,no_habidos_48_10_8,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,HA1D35ZF,10.a
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,LENOVO TAB P11 11” 6GB RAM 128 GB WIFI LTE TECLADO Y LAPIZ,HA1D342Z,349999,48,10.0,9.0,no_habidos_48_10_9,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,HA1D342Z,10.a
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,LENOVO TAB P11 11” 6GB RAM 128 GB WIFI LTE TECLADO Y LAPIZ,HA1D2W1C,349999,48,10.0,10.0,no_habidos_48_10_10,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,HA1D2W1C,10.a
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,LENOVO TAB P11 11” 6GB RAM 128 GB WIFI LTE TECLADO Y LAPIZ,HA1D2W1T,349999,48,10.0,11.0,no_habidos_48_10_11,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,HA1D2W1T,10.a
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,LENOVO TAB P11 11” 6GB RAM 128 GB WIFI LTE TECLADO Y LAPIZ,HA1D2TAS,349999,48,10.0,12.0,no_habidos_48_10_12,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,HA1D2TAS,10.a
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,LENOVO TAB P11 11” 6GB RAM 128 GB WIFI LTE TECLADO Y LAPIZ,HA1D2T5G,349999,48,10.0,13.0,no_habidos_48_10_13,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,HA1D2T5G,10.a
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,LENOVO TAB P11 11” 6GB RAM 128 GB WIFI LTE TECLADO Y LAPIZ,HA1D2RDB,349999,48,10.0,14.0,no_habidos_48_10_14,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,HA1D2RDB,10.a
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,LENOVO TAB P11 11” 6GB RAM 128 GB WIFI LTE TECLADO Y LAPIZ,HA1D2M5N,349999,48,10.0,15.0,no_habidos_48_10_15,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,HA1D2M5N,10.a
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,LENOVO TAB P11 11” 6GB RAM 128 GB WIFI LTE TECLADO Y LAPIZ,HA1D2M4L,349999,48,10.0,16.0,no_habidos_48_10_16,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,HA1D2M4L,10.a
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,LENOVO TAB P11 11” 6GB RAM 128 GB WIFI LTE TECLADO Y LAPIZ,HA1D2K93,349999,48,10.0,17.0,no_habidos_48_10_17,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,HA1D2K93,10.a
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,LENOVO TAB P11 11” 6GB RAM 128 GB WIFI LTE TECLADO Y LAPIZ,HA1D2K8M,349999,48,10.0,18.0,no_habidos_48_10_18,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,HA1D2K8M,10.a
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,LENOVO TAB P11 11” 6GB RAM 128 GB WIFI LTE TECLADO Y LAPIZ,HA1D2HAB,349999,48,10.0,19.0,no_habidos_48_10_19,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,HA1D2HAB,10.a
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,LENOVO TAB P11 11” 6GB RAM 128 GB WIFI LTE TECLADO Y LAPIZ,HA1D2FEN,349999,48,10.0,20.0,no_habidos_48_10_20,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,HA1D2FEN,10.a
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,LENOVO TAB P11 11” 6GB RAM 128 GB WIFI LTE TECLADO Y LAPIZ,HA1D2F8P,349999,48,10.0,21.0,no_habidos_48_10_21,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,HA1D2F8P,10.a
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,LENOVO TAB P11 11” 6GB RAM 128 GB WIFI LTE TECLADO Y LAPIZ,HA1E8H2P,349999,48,10.0,22.0,no_habidos_48_10_22,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,HA1E8H2P,10.a
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,LENOVO TAB P11 11” 6GB RAM 128 GB WIFI LTE TECLADO Y LAPIZ,HA1E8H06,349999,48,10.0,23.0,no_habidos_48_10_23,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,HA1E8H06,10.a
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,LENOVO TAB P11 11” 6GB RAM 128 GB WIFI LTE TECLADO Y LAPIZ,HA1E8F3M,349999,48,10.0,24.0,no_habidos_48_10_24,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,HA1E8F3M,10.a
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,LENOVO TAB P11 11” 6GB RAM 128 GB WIFI LTE TECLADO Y LAPIZ,HA1E8CZ6,349999,48,10.0,25.0,no_habidos_48_10_25,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,HA1E8CZ6,10.a
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,LENOVO TAB P11 11” 6GB RAM 128 GB WIFI LTE TECLADO Y LAPIZ,HA1E896L,349999,48,10.0,26.0,no_habidos_48_10_26,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,HA1E896L,10.a
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,LENOVO TAB P11 11” 6GB RAM 128 GB WIFI LTE TECLADO Y LAPIZ,HA1E891C,349999,48,10.0,27.0,no_habidos_48_10_27,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,HA1E891C,10.a
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,LENOVO TAB P11 11” 6GB RAM 128 GB WIFI LTE TECLADO Y LAPIZ,HA1E876L,349999,49,11.0,2.0,no_habidos_49_11_2,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,HA1E876L,10.a
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,LENOVO TAB P11 11” 6GB RAM 128 GB WIFI LTE TECLADO Y LAPIZ,HA1E875Q,349999,49,11.0,3.0,no_habidos_49_11_3,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,HA1E875Q,10.a
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,LENOVO TAB P11 11” 6GB RAM 128 GB WIFI LTE TECLADO Y LAPIZ,HA1E857Q,349999,49,11.0,4.0,no_habidos_49_11_4,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,HA1E857Q,10.a
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,LENOVO TAB P11 11” 6GB RAM 128 GB WIFI LTE TECLADO Y LAPIZ,HA1E838A,349999,49,11.0,5.0,no_habidos_49_11_5,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,HA1E838A,10.a
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,LENOVO TAB P11 11” 6GB RAM 128 GB WIFI LTE TECLADO Y LAPIZ,HA1E836P,349999,49,11.0,6.0,no_habidos_49_11_6,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,HA1E836P,10.a
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,LENOVO TAB P11 11” 6GB RAM 128 GB WIFI LTE TECLADO Y LAPIZ,HA1E83AT,349999,49,11.0,7.0,no_habidos_49_11_7,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,HA1E83AT,10.a
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,LENOVO TAB P11 11” 6GB RAM 128 GB WIFI LTE TECLADO Y LAPIZ,HA1E81CA,349999,49,11.0,8.0,no_habidos_49_11_8,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,HA1E81CA,10.a
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,LENOVO TAB P11 11” 6GB RAM 128 GB WIFI LTE TECLADO Y LAPIZ,HA1E81BG,349999,49,11.0,9.0,no_habidos_49_11_9,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,HA1E81BG,10.a
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,LENOVO TAB P11 11” 6GB RAM 128 GB WIFI LTE TECLADO Y LAPIZ,HA1E81AD,349999,49,11.0,10.0,no_habidos_49_11_10,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,HA1E81AD,10.a
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,LENOVO TAB P11 11” 6GB RAM 128 GB WIFI LTE TECLADO Y LAPIZ,HA1E816Y,349999,49,11.0,11.0,no_habidos_49_11_11,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,HA1E816Y,10.a
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,LENOVO TAB P11 11” 6GB RAM 128 GB WIFI LTE TECLADO Y LAPIZ,HA1E814X,349999,49,11.0,12.0,no_habidos_49_11_12,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,HA1E814X,10.a
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,LENOVO TAB P11 11” 6GB RAM 128 GB WIFI LTE TECLADO Y LAPIZ,HA1E7ZAP,349999,49,11.0,13.0,no_habidos_49_11_13,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,HA1E7ZAP,10.a
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,LENOVO TAB P11 11” 6GB RAM 128 GB WIFI LTE TECLADO Y LAPIZ,HA1E7XBT,349999,49,11.0,14.0,no_habidos_49_11_14,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,HA1E7XBT,10.a
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,LENOVO TAB P11 11” 6GB RAM 128 GB WIFI LTE TECLADO Y LAPIZ,HA1D2F7T,349999,49,11.0,15.0,no_habidos_49_11_15,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,HA1D2F7T,10.a
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,LENOVO TAB P11 11” 6GB RAM 128 GB WIFI LTE TECLADO Y LAPIZ,HA1D1ENW,349999,49,11.0,16.0,no_habidos_49_11_16,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,HA1D1ENW,10.a
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,LENOVO TAB P11 11” 6GB RAM 128 GB WIFI LTE TECLADO Y LAPIZ,HA1D18M9,349999,49,11.0,17.0,no_habidos_49_11_17,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,HA1D18M9,10.a
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,LENOVO TAB P11 11” 6GB RAM 128 GB WIFI LTE TECLADO Y LAPIZ,HA1D16KY,349999,49,11.0,18.0,no_habidos_49_11_18,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,HA1D16KY,10.a
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,LENOVO TAB P11 11” 6GB RAM 128 GB WIFI LTE TECLADO Y LAPIZ,HA1EAA2C,349999,49,11.0,19.0,no_habidos_49_11_19,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,HA1EAA2C,10.a
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,LENOVO TAB P11 11” 6GB RAM 128 GB WIFI LTE TECLADO Y LAPIZ,HA1EAA1G,349999,49,11.0,20.0,no_habidos_49_11_20,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,HA1EAA1G,10.a
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,LENOVO TAB P11 11” 6GB RAM 128 GB WIFI LTE TECLADO Y LAPIZ,HA1EA9Z3,349999,49,11.0,21.0,no_habidos_49_11_21,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,HA1EA9Z3,10.a
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,LENOVO TAB P11 11” 6GB RAM 128 GB WIFI LTE TECLADO Y LAPIZ,HA1EA9YX,349999,49,11.0,22.0,no_habidos_49_11_22,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,HA1EA9YX,10.a
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,LENOVO TAB P11 11” 6GB RAM 128 GB WIFI LTE TECLADO Y LAPIZ,HA1EA82Y,349999,49,11.0,23.0,no_habidos_49_11_23,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,HA1EA82Y,10.a
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,LENOVO TAB P11 11” 6GB RAM 128 GB WIFI LTE TECLADO Y LAPIZ,HA1EAB2X,349999,49,11.0,24.0,no_habidos_49_11_24,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,HA1EAB2X,10.a
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,LENOVO TAB P11 11” 6GB RAM 128 GB WIFI LTE TECLADO Y LAPIZ,HA1EA64X,349999,49,11.0,25.0,no_habidos_49_11_25,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,HA1EA64X,10.a
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,LENOVO TAB P11 11” 6GB RAM 128 GB WIFI LTE TECLADO Y LAPIZ,HA1EA64C,349999,49,11.0,26.0,no_habidos_49_11_26,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,HA1EA64C,10.a
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,LENOVO TAB P11 11” 6GB RAM 128 GB WIFI LTE TECLADO Y LAPIZ,HA1EA638,349999,49,11.0,27.0,no_habidos_49_11_27,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,HA1EA638,10.a
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,LENOVO TAB P11 11” 6GB RAM 128 GB WIFI LTE TECLADO Y LAPIZ,HA1EA62W,349999,50,12.0,2.0,no_habidos_50_12_2,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,HA1EA62W,10.a
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,LENOVO TAB P11 11” 6GB RAM 128 GB WIFI LTE TECLADO Y LAPIZ,HA1EA60R,349999,50,12.0,3.0,no_habidos_50_12_3,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,HA1EA60R,10.a
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,LENOVO TAB P11 11” 6GB RAM 128 GB WIFI LTE TECLADO Y LAPIZ,HA1EA416,349999,50,12.0,4.0,no_habidos_50_12_4,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,HA1EA416,10.a
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,LENOVO TAB P11 11” 6GB RAM 128 GB WIFI LTE TECLADO Y LAPIZ,HA1EA3XV,349999,50,12.0,5.0,no_habidos_50_12_5,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,HA1EA3XV,10.a
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,LENOVO TAB P11 11” 6GB RAM 128 GB WIFI LTE TECLADO Y LAPIZ,HA1EA3XQ,349999,50,12.0,6.0,no_habidos_50_12_6,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,HA1EA3XQ,10.a
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,LENOVO TAB P11 11” 6GB RAM 128 GB WIFI LTE TECLADO Y LAPIZ,HA1EA22G,349999,50,12.0,7.0,no_habidos_50_12_7,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,HA1EA22G,10.a
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,LENOVO TAB P11 11” 6GB RAM 128 GB WIFI LTE TECLADO Y LAPIZ,HA1EA20W,349999,50,12.0,8.0,no_habidos_50_12_8,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,HA1EA20W,10.a
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,LENOVO TAB P11 11” 6GB RAM 128 GB WIFI LTE TECLADO Y LAPIZ,HA1EA1ZX,349999,50,12.0,9.0,no_habidos_50_12_9,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,HA1EA1ZX,10.a
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,LENOVO TAB P11 11” 6GB RAM 128 GB WIFI LTE TECLADO Y LAPIZ,HA1EA02S,349999,50,12.0,10.0,no_habidos_50_12_10,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,HA1EA02S,10.a
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,LENOVO TAB P11 11” 6GB RAM 128 GB WIFI LTE TECLADO Y LAPIZ,HA1EA007,349999,50,12.0,11.0,no_habidos_50_12_11,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,HA1EA007,10.a
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,LENOVO TAB P11 11” 6GB RAM 128 GB WIFI LTE TECLADO Y LAPIZ,HA1E9ZZX,349999,50,12.0,12.0,no_habidos_50_12_12,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,HA1E9ZZX,10.a
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,LENOVO TAB P11 11” 6GB RAM 128 GB WIFI LTE TECLADO Y LAPIZ,HA1E9Y2S,349999,50,12.0,13.0,no_habidos_50_12_13,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,HA1E9Y2S,10.a
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,LENOVO TAB P11 11” 6GB RAM 128 GB WIFI LTE TECLADO Y LAPIZ,HA1E9Y2K,349999,50,12.0,14.0,no_habidos_50_12_14,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,HA1E9Y2K,10.a
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,LENOVO TAB P11 11” 6GB RAM 128 GB WIFI LTE TECLADO Y LAPIZ,HA1E9WAQ,349999,50,12.0,15.0,no_habidos_50_12_15,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,HA1E9WAQ,10.a
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,LENOVO TAB P11 11” 6GB RAM 128 GB WIFI LTE TECLADO Y LAPIZ,HA1E9W35,349999,50,12.0,16.0,no_habidos_50_12_16,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,HA1E9W35,10.a
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,LENOVO TAB P11 11” 6GB RAM 128 GB WIFI LTE TECLADO Y LAPIZ,HA1E9T3W,349999,50,12.0,17.0,no_habidos_50_12_17,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,HA1E9T3W,10.a
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,LENOVO TAB P11 11” 6GB RAM 128 GB WIFI LTE TECLADO Y LAPIZ,HA1E9R4T,349999,50,12.0,18.0,no_habidos_50_12_18,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,HA1E9R4T,10.a
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,LENOVO TAB P11 11” 6GB RAM 128 GB WIFI LTE TECLADO Y LAPIZ,HA1E9P77,349999,50,12.0,19.0,no_habidos_50_12_19,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,HA1E9P77,10.a
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,LENOVO TAB P11 11” 6GB RAM 128 GB WIFI LTE TECLADO Y LAPIZ,HA1E9P74,349999,50,12.0,20.0,no_habidos_50_12_20,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,HA1E9P74,10.a
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,LENOVO TAB P11 11” 6GB RAM 128 GB WIFI LTE TECLADO Y LAPIZ,HA1E9P5G,349999,50,12.0,21.0,no_habidos_50_12_21,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,HA1E9P5G,10.a
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,LENOVO TAB P11 11” 6GB RAM 128 GB WIFI LTE TECLADO Y LAPIZ,HA1E9M9Z,349999,50,12.0,22.0,no_habidos_50_12_22,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,HA1E9M9Z,10.a
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,LENOVO TAB P11 11” 6GB RAM 128 GB WIFI LTE TECLADO Y LAPIZ,HA1E9M9B,349999,50,12.0,23.0,no_habidos_50_12_23,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,HA1E9M9B,10.a
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,LENOVO TAB P11 11” 6GB RAM 128 GB WIFI LTE TECLADO Y LAPIZ,HA1E9M5Y,349999,50,12.0,24.0,no_habidos_50_12_24,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,HA1E9M5Y,10.a
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,LENOVO TAB P11 11” 6GB RAM 128 GB WIFI LTE TECLADO Y LAPIZ,HA1E9KBW,349999,50,12.0,25.0,no_habidos_50_12_25,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,HA1E9KBW,10.a
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,LENOVO TAB P11 11” 6GB RAM 128 GB WIFI LTE TECLADO Y LAPIZ,HA1E9K93,349999,50,12.0,26.0,no_habidos_50_12_26,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,HA1E9K93,10.a
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,LENOVO TAB P11 11” 6GB RAM 128 GB WIFI LTE TECLADO Y LAPIZ,HA1E9HBP,349999,50,12.0,27.0,no_habidos_50_12_27,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,HA1E9HBP,10.a
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,LENOVO TAB P11 11” 6GB RAM 128 GB WIFI LTE TECLADO Y LAPIZ,HA1E9HA7,349999,51,13.0,2.0,no_habidos_51_13_2,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,HA1E9HA7,10.a
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,LENOVO TAB P11 11” 6GB RAM 128 GB WIFI LTE TECLADO Y LAPIZ,HA1E9F3L,349999,51,13.0,3.0,no_habidos_51_13_3,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,HA1E9F3L,10.a
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,LENOVO TAB P11 11” 6GB RAM 128 GB WIFI LTE TECLADO Y LAPIZ,HA1E9FEJ,349999,51,13.0,4.0,no_habidos_51_13_4,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,HA1E9FEJ,10.a
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,LENOVO TAB P11 11” 6GB RAM 128 GB WIFI LTE TECLADO Y LAPIZ,HA1E9FCT,349999,51,13.0,5.0,no_habidos_51_13_5,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,HA1E9FCT,10.a
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,LENOVO TAB P11 11” 6GB RAM 128 GB WIFI LTE TECLADO Y LAPIZ,HA1E9DCZ,349999,51,13.0,6.0,no_habidos_51_13_6,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,HA1E9DCZ,10.a
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,LENOVO TAB P11 11” 6GB RAM 128 GB WIFI LTE TECLADO Y LAPIZ,HA1EPDBB,349999,51,13.0,7.0,no_habidos_51_13_7,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,HA1EPDBB,10.a
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,LENOVO TAB P11 11” 6GB RAM 128 GB WIFI LTE TECLADO Y LAPIZ,HA1E99FJ,349999,51,13.0,8.0,no_habidos_51_13_8,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,HA1E99FJ,10.a
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,LENOVO TAB P11 11” 6GB RAM 128 GB WIFI LTE TECLADO Y LAPIZ,HA1E99EA,349999,51,13.0,9.0,no_habidos_51_13_9,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,HA1E99EA,10.a
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,LENOVO TAB P11 11” 6GB RAM 128 GB WIFI LTE TECLADO Y LAPIZ,HA1E97LK,349999,51,13.0,10.0,no_habidos_51_13_10,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,HA1E97LK,10.a
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,LENOVO TAB P11 11” 6GB RAM 128 GB WIFI LTE TECLADO Y LAPIZ,HA1E95KL,349999,51,13.0,11.0,no_habidos_51_13_11,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,HA1E95KL,10.a
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,LENOVO TAB P11 11” 6GB RAM 128 GB WIFI LTE TECLADO Y LAPIZ,HA1E93H3,349999,51,13.0,12.0,no_habidos_51_13_12,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,HA1E93H3,10.a
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,LENOVO TAB P11 11” 6GB RAM 128 GB WIFI LTE TECLADO Y LAPIZ,HA1E93GH,349999,51,13.0,13.0,no_habidos_51_13_13,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,HA1E93GH,10.a
