dependencia_original,decreto,fecha_decreto,factura,fecha_factura,modelo_original,serie_original,valor_clp,pagina_pdf,tabla,fila_tabla,id_fila,dependencia,familia,rbd,serie,clave_serie
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,Lenovo Tab P11 11” 6gb Ram 128 Gb Wifi Lte Teclado Y lápiz,HA1E91LL,349999,76,14,9,con_comodato_76_14_9,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,HA1E91LL,13985|HA1E91LL
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,Lenovo Tab P11 11” 6gb Ram 128 Gb Wifi Lte Teclado Y lápiz,HA1E8ZLH,349999,76,14,10,con_comodato_76_14_10,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,HA1E8ZLH,13985|HA1E8ZLH
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,Lenovo Tab P11 11” 6gb Ram 128 Gb Wifi Lte Teclado Y lápiz,HA1E8ZJ4,349999,76,14,11,con_comodato_76_14_11,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,HA1E8ZJ4,13985|HA1E8ZJ4
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,Lenovo Tab P11 11” 6gb Ram 128 Gb Wifi Lte Teclado Y lápiz,HA1E8XKP,349999,76,14,12,con_comodato_76_14_12,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,HA1E8XKP,13985|HA1E8XKP
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,Lenovo Tab P11 11” 6gb Ram 128 Gb Wifi Lte Teclado Y lápiz,HA1E8STA,349999,76,14,13,con_comodato_76_14_13,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,HA1E8STA,13985|HA1E8STA
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,Lenovo Tab P11 11” 6gb Ram 128 Gb Wifi Lte Teclado Y lápiz,HA1CV59P,349999,76,14,14,con_comodato_76_14_14,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,HA1CV59P,13985|HA1CV59P
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,Lenovo Tab P11 11” 6gb Ram 128 Gb Wifi Lte Teclado Y lápiz,HA1E91KD,349999,76,14,15,con_comodato_76_14_15,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,HA1E91KD,13985|HA1E91KD
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,Lenovo Tab P11 11” 6gb Ram 128 Gb Wifi Lte Teclado Y lápiz,HA1D37YJ,349999,76,14,16,con_comodato_76_14_16,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,HA1D37YJ,13985|HA1D37YJ
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,Lenovo Tab P11 11” 6gb Ram 128 Gb Wifi Lte Teclado Y lápiz,HA1D2W46,349999,76,14,17,con_comodato_76_14_17,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,HA1D2W46,13985|HA1D2W46
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,Lenovo Tab P11 11” 6gb Ram 128 Gb Wifi Lte Teclado Y lápiz,HA1CVK85,349999,76,14,18,con_comodato_76_14_18,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,HA1CVK85,13985|HA1CVK85
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,Lenovo Tab P11 11” 6gb Ram 128 Gb Wifi Lte Teclado Y lápiz,HA1D0TWV,349999,76,14,19,con_comodato_76_14_19,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,HA1D0TWV,13985|HA1D0TWV
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,Lenovo Tab P11 11” 6gb Ram 128 Gb Wifi Lte Teclado Y lápiz,HA1D0WQF,349999,76,14,20,con_comodato_76_14_20,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,HA1D0WQF,13985|HA1D0WQF
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,Lenovo Tab P11 11” 6gb Ram 128 Gb Wifi Lte Teclado Y lápiz,HA1E6L3P,349999,76,14,21,con_comodato_76_14_21,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,HA1E6L3P,13985|HA1E6L3P
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,Lenovo Tab P11 11” 6gb Ram 128 Gb Wifi Lte Teclado Y lápiz,HA1D39VA,349999,76,14,22,con_comodato_76_14_22,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,HA1D39VA,13985|HA1D39VA
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,Lenovo Tab P11 11” 6gb Ram 128 Gb Wifi Lte Teclado Y lápiz,HA1D39WE,349999,77,15,2,con_comodato_77_15_2,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,HA1D39WE,13985|HA1D39WE
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,Lenovo Tab P11 11” 6gb Ram 128 Gb Wifi Lte Teclado Y lápiz,HA1D0WVQ,349999,77,15,3,con_comodato_77_15_3,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,HA1D0WVQ,13985|HA1D0WVQ
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,Lenovo Tab P11 11” 6gb Ram 128 Gb Wifi Lte Teclado Y lápiz,HA1D37TE,349999,77,15,4,con_comodato_77_15_4,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,HA1D37TE,13985|HA1D37TE
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,Lenovo Tab P11 11” 6gb Ram 128 Gb Wifi Lte Teclado Y lápiz,HA1CVE64,349999,77,15,5,con_comodato_77_15_5,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,HA1CVE64,13985|HA1CVE64
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,Lenovo Tab P11 11” 6gb Ram 128 Gb Wifi Lte Teclado Y lápiz,HA1E9KAC,349999,77,15,6,con_comodato_77_15_6,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,HA1E9KAC,13985|HA1E9KAC
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,Lenovo Tab P11 11” 6gb Ram 128 Gb Wifi Lte Teclado Y lápiz,HA1E8SPD,349999,77,15,7,con_comodato_77_15_7,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,HA1E8SPD,13985|HA1E8SPD
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,Lenovo Tab P11 11” 6gb Ram 128 Gb Wifi Lte Teclado Y lápiz,HA1E8QM7,349999,77,15,8,con_comodato_77_15_8,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,HA1E8QM7,13985|HA1E8QM7
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,Lenovo Tab P11 11” 6gb Ram 128 Gb Wifi Lte Teclado Y lápiz,HA1E8NT9,349999,77,15,9,con_comodato_77_15_9,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,HA1E8NT9,13985|HA1E8NT9
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,Lenovo Tab P11 11” 6gb Ram 128 Gb Wifi Lte Teclado Y lápiz,HA1E7VF2,349999,77,15,10,con_comodato_77_15_10,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,HA1E7VF2,13985|HA1E7VF2
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,Lenovo Tab P11 11” 6gb Ram 128 Gb Wifi Lte Teclado Y lápiz,HA1E7SGV,349999,77,15,11,con_comodato_77_15_11,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,HA1E7SGV,13985|HA1E7SGV
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,Lenovo Tab P11 11” 6gb Ram 128 Gb Wifi Lte Teclado Y lápiz,HA1E7SFK,349999,77,15,12,con_comodato_77_15_12,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,HA1E7SFK,13985|HA1E7SFK
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,Lenovo Tab P11 11” 6gb Ram 128 Gb Wifi Lte Teclado Y lápiz,HA1E7SEX,349999,77,15,13,con_comodato_77_15_13,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,HA1E7SEX,13985|HA1E7SEX
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,Lenovo Tab P11 11” 6gb Ram 128 Gb Wifi Lte Teclado Y lápiz,HA1E7SD1,349999,77,15,14,con_comodato_77_15_14,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,HA1E7SD1,13985|HA1E7SD1
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,Lenovo Tab P11 11” 6gb Ram 128 Gb Wifi Lte Teclado Y lápiz,HA1E7SC3,349999,77,15,15,con_comodato_77_15_15,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,HA1E7SC3,13985|HA1E7SC3
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,Lenovo Tab P11 11” 6gb Ram 128 Gb Wifi Lte Teclado Y lápiz,HA1E7QDJ,349999,77,15,16,con_comodato_77_15_16,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,HA1E7QDJ,13985|HA1E7QDJ
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,Lenovo Tab P11 11” 6gb Ram 128 Gb Wifi Lte Teclado Y lápiz,HA1E7NGM,349999,77,15,17,con_comodato_77_15_17,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,HA1E7NGM,13985|HA1E7NGM
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,Lenovo Tab P11 11” 6gb Ram 128 Gb Wifi Lte Teclado Y lápiz,HA1E76Y6,349999,77,15,18,con_comodato_77_15_18,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,HA1E76Y6,13985|HA1E76Y6
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,Lenovo Tab P11 11” 6gb Ram 128 Gb Wifi Lte Teclado Y lápiz,HA1CVBDC,349999,77,15,19,con_comodato_77_15_19,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,HA1CVBDC,13985|HA1CVBDC
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,Lenovo Tab P11 11” 6gb Ram 128 Gb Wifi Lte Teclado Y lápiz,HA1CTXMW,349999,77,15,20,con_comodato_77_15_20,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,HA1CTXMW,13985|HA1CTXMW
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,Lenovo Tab P11 11” 6gb Ram 128 Gb Wifi Lte Teclado Y lápiz,HA1D14Q3,349999,77,15,21,con_comodato_77_15_21,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,HA1D14Q3,13985|HA1D14Q3
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,Lenovo Tab P11 11” 6gb Ram 128 Gb Wifi Lte Teclado Y lápiz,HA1D10Q4,349999,77,15,22,con_comodato_77_15_22,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,HA1D10Q4,13985|HA1D10Q4
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,Lenovo Tab P11 11” 6gb Ram 128 Gb Wifi Lte Teclado Y lápiz,HA1D0WPD,349999,77,15,23,con_comodato_77_15_23,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,HA1D0WPD,13985|HA1D0WPD
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,Lenovo Tab P11 11” 6gb Ram 128 Gb Wifi Lte Teclado Y lápiz,HA1D0PVY,349999,78,16,2,con_comodato_78_16_2,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,HA1D0PVY,13985|HA1D0PVY
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,Lenovo Tab P11 11” 6gb Ram 128 Gb Wifi Lte Teclado Y lápiz,HA1DOMXR,349999,78,16,3,con_comodato_78_16_3,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,HA1DOMXR,13985|HA1DOMXR
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,Lenovo Tab P11 11” 6gb Ram 128 Gb Wifi Lte Teclado Y lápiz,HA1DOL6B,349999,78,16,4,con_comodato_78_16_4,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,HA1DOL6B,13985|HA1DOL6B
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,Lenovo Tab P11 11” 6gb Ram 128 Gb Wifi Lte Teclado Y lápiz,HA1CVK3Q,349999,78,16,5,con_comodato_78_16_5,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,HA1CVK3Q,13985|HA1CVK3Q
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,Lenovo Tab P11 11” 6gb Ram 128 Gb Wifi Lte Teclado Y lápiz,HA1CVH5Y,349999,78,16,6,con_comodato_78_16_6,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,HA1CVH5Y,13985|HA1CVH5Y
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,Lenovo Tab P11 11” 6gb Ram 128 Gb Wifi Lte Teclado Y lápiz,HA21CVH3X,349999,78,16,7,con_comodato_78_16_7,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,HA21CVH3X,13985|HA21CVH3X
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,Lenovo Tab P11 11” 6gb Ram 128 Gb Wifi Lte Teclado Y lápiz,HA1CVF69,349999,78,16,8,con_comodato_78_16_8,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,HA1CVF69,13985|HA1CVF69
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,Lenovo Tab P11 11” 6gb Ram 128 Gb Wifi Lte Teclado Y lápiz,HA1CVD89,349999,78,16,9,con_comodato_78_16_9,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,HA1CVD89,13985|HA1CVD89
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,Lenovo Tab P11 11” 6gb Ram 128 Gb Wifi Lte Teclado Y lápiz,HA1CVBB8,349999,78,16,10,con_comodato_78_16_10,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,HA1CVBB8,13985|HA1CVBB8
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,Lenovo Tab P11 11” 6gb Ram 128 Gb Wifi Lte Teclado Y lápiz,HA1CVB9N,349999,78,16,11,con_comodato_78_16_11,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,HA1CVB9N,13985|HA1CVB9N
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,Lenovo Tab P11 11” 6gb Ram 128 Gb Wifi Lte Teclado Y lápiz,HA1CV9A7,349999,78,16,12,con_comodato_78_16_12,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,HA1CV9A7,13985|HA1CV9A7
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,Lenovo Tab P11 11” 6gb Ram 128 Gb Wifi Lte Teclado Y lápiz,HA1CV78Z,349999,78,16,13,con_comodato_78_16_13,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,HA1CV78Z,13985|HA1CV78Z
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,Lenovo Tab P11 11” 6gb Ram 128 Gb Wifi Lte Teclado Y lápiz,HA1CV3GQ,349999,78,16,14,con_comodato_78_16_14,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,HA1CV3GQ,13985|HA1CV3GQ
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,Lenovo Tab P11 11” 6gb Ram 128 Gb Wifi Lte Teclado Y lápiz,HA1CV3DP,349999,78,16,15,con_comodato_78_16_15,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,HA1CV3DP,13985|HA1CV3DP
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,Lenovo Tab P11 11” 6gb Ram 128 Gb Wifi Lte Teclado Y lápiz,HA1CV3CQ,349999,78,16,16,con_comodato_78_16_16,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,HA1CV3CQ,13985|HA1CV3CQ
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,Lenovo Tab P11 11” 6gb Ram 128 Gb Wifi Lte Teclado Y lápiz,HA1E9W2R,349999,78,16,17,con_comodato_78_16_17,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,HA1E9W2R,13985|HA1E9W2R
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,Lenovo Tab P11 11” 6gb Ram 128 Gb Wifi Lte Teclado Y lápiz,HA1E9T2W,349999,78,16,19,con_comodato_78_16_19,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,HA1E9T2W,13985|HA1E9T2W
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,Lenovo Tab P11 11” 6gb Ram 128 Gb Wifi Lte Teclado Y lápiz,HA1D0N1C,349999,78,16,21,con_comodato_78_16_21,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,HA1D0N1C,13985|HA1D0N1C
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,Lenovo Tab P11 11” 6gb Ram 128 Gb Wifi Lte Teclado Y lápiz,HA1E9Y3C,349999,78,16,22,con_comodato_78_16_22,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,HA1E9Y3C,13985|HA1E9Y3C
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,Lenovo Tab P11 11” 6gb Ram 128 Gb Wifi Lte Teclado Y lápiz,HA1D0RTL,349999,78,16,23,con_comodato_78_16_23,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,HA1D0RTL,13985|HA1D0RTL
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,Lenovo Tab P11 11” 6gb Ram 128 Gb Wifi Lte Teclado Y lápiz,HA1CTVXT,349999,79,17,2,con_comodato_79_17_2,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,HA1CTVXT,13985|HA1CTVXT
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,Lenovo Tab P11 11” 6gb Ram 128 Gb Wifi Lte Teclado Y lápiz,HA1D2R4W,349999,79,17,3,con_comodato_79_17_3,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,HA1D2R4W,13985|HA1D2R4W
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,Lenovo Tab P11 11” 6gb Ram 128 Gb Wifi Lte Teclado Y lápiz,HA1E9R6W,349999,79,17,4,con_comodato_79_17_4,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,HA1E9R6W,13985|HA1E9R6W
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,Lenovo Tab P11 11” 6gb Ram 128 Gb Wifi Lte Teclado Y lápiz,HA1D1ELS,349999,79,17,5,con_comodato_79_17_5,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,HA1D1ELS,13985|HA1D1ELS
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,Lenovo Tab P11 11” 6gb Ram 128 Gb Wifi Lte Teclado Y lápiz,HA1E9R5E,349999,79,17,6,con_comodato_79_17_6,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,HA1E9R5E,13985|HA1E9R5E
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,Lenovo Tab P11 11” 6gb Ram 128 Gb Wifi Lte Teclado Y lápiz,HA1D0YVY,349999,79,17,7,con_comodato_79_17_7,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,HA1D0YVY,13985|HA1D0YVY
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,Lenovo Tab P11 11” 6gb Ram 128 Gb Wifi Lte Teclado Y lápiz,HA1E8ZHX,349999,79,17,9,con_comodato_79_17_9,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,HA1E8ZHX,13985|HA1E8ZHX
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,Lenovo Tab P11 11” 6gb Ram 128 Gb Wifi Lte Teclado Y lápiz,HA1D14M6,349999,79,17,10,con_comodato_79_17_10,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,HA1D14M6,13985|HA1D14M6
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,Lenovo Tab P11 11” 6gb Ram 128 Gb Wifi Lte Teclado Y lápiz,HA1CVF68,349999,79,17,11,con_comodato_79_17_11,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,HA1CVF68,13985|HA1CVF68
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,Lenovo Tab P11 11” 6gb Ram 128 Gb Wifi Lte Teclado Y lápiz,HA1E6L39,349999,79,17,12,con_comodato_79_17_12,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,HA1E6L39,13985|HA1E6L39
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,Lenovo Tab P11 11” 6gb Ram 128 Gb Wifi Lte Teclado Y lápiz,HA1E8B0P,349999,79,17,14,con_comodato_79_17_14,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,HA1E8B0P,13985|HA1E8B0P
Escuela Volcán Llaima,229,2021-09-09,13985,2021-07-23,Lenovo Tab P11 11” 6gb Ram 128 Gb Wifi Lte Teclado Y lápiz,HA1E8XKJ,349999,79,17,15,con_comodato_79_17_15,Volcán Llaima,Lenovo P11 + teclado/lápiz,19927,HA1E8XKJ,13985|HA1E8XKJ
Escuela Volcán Llaima,259,2021-10-06,3684,2021-07-09,Tablet Samsung Galaxy T295 Tab A 8 Pul Negra 4g,355041994671050,154700,79,17,16,con_comodato_79_17_16,Volcán Llaima,Samsung A8/T295,19927,355041994671050,3684|355041994671050
Escuela Volcán Llaima,259,2021-10-06,3684,2021-07-09,Tablet Samsung Galaxy T295 Tab A 8 Pul Negra 4g,355041994671630,154700,79,17,17,con_comodato_79_17_17,Volcán Llaima,Samsung A8/T295,19927,355041994671630,3684|355041994671630
Escuela Volcán Llaima,263,2021-10-06,13981,2021-07-22,Galaxy Tab A8 2019 Lte,358893199815800,142205,79,17,18,con_comodato_79_17_18,Volcán Llaima,Samsung A8/T295,19927,358893199815800,13981|358893199815800
Escuela Volcán Llaima,263,2021-10-06,13981,2021-07-22,Galaxy Tab A8 2019 Lte,358893199815933,142205,79,17,19,con_comodato_79_17_19,Volcán Llaima,Samsung A8/T295,19927,358893199815933,13981|358893199815933
Escuela Volcán Llaima,263,2021-10-06,13981,2021-07-22,Galaxy Tab A8 2019 Lte,358893199815354,142205,79,17,20,con_comodato_79_17_20,Volcán Llaima,Samsung A8/T295,19927,358893199815354,13981|358893199815354
Escuela Volcán Llaima,263,2021-10-06,13981,2021-07-22,Galaxy Tab A8 2019 Lte,358893199815347,142205,79,17,21,con_comodato_79_17_21,Volcán Llaima,Samsung A8/T295,19927,358893199815347,13981|358893199815347
Liceo Los Andes,228,2021-09-09,13982,2021-07-22,Galaxy Tab A8 2019 Lte/ T295 Silver,358893199329760,142205,79,17,23,con_comodato_79_17_23,Los Andes,Samsung A8/T295,6007,358893199329760,13982|358893199329760
Liceo Los Andes,228,2021-09-09,13982,2021-07-22,Galaxy Tab A8 2019 Lte/ T295 Silver,358893199796828,142205,80,18,3,con_comodato_80_18_3,Los Andes,Samsung A8/T295,6007,358893199796828,13982|358893199796828
Liceo Los Andes,228,2021-09-09,13982,2021-07-22,Galaxy Tab A8 2019 Lte/ T295 Silver,358893199326774,142205,80,18,5,con_comodato_80_18_5,Los Andes,Samsung A8/T295,6007,358893199326774,13982|358893199326774
Liceo Los Andes,228,2021-09-09,13982,2021-07-22,Galaxy Tab A8 2019 Lte/ T295 Silver,358893199326824,142205,80,18,6,con_comodato_80_18_6,Los Andes,Samsung A8/T295,6007,358893199326824,13982|358893199326824
Liceo Los Andes,228,2021-09-09,13982,2021-07-22,Galaxy Tab A8 2019 Lte/ T295 Silver,358893199018983,142205,80,18,7,con_comodato_80_18_7,Los Andes,Samsung A8/T295,6007,358893199018983,13982|358893199018983
Liceo Los Andes,228,2021-09-09,13982,2021-07-22,Galaxy Tab A8 2019 Lte/ T295 Silver,358893199329737,142205,80,18,8,con_comodato_80_18_8,Los Andes,Samsung A8/T295,6007,358893199329737,13982|358893199329737
Liceo Los Andes,228,2021-09-09,13982,2021-07-22,Galaxy Tab A8 2019 Lte/ T295 Silver,358893199018843,142205,80,18,9,con_comodato_80_18_9,Los Andes,Samsung A8/T295,6007,358893199018843,13982|358893199018843
Liceo Los Andes,228,2021-09-09,13982,2021-07-22,Galaxy Tab A8 2019 Lte/ T295 Silver,358893199018322,142205,80,18,10,con_comodato_80_18_10,Los Andes,Samsung A8/T295,6007,358893199018322,13982|358893199018322
Liceo Los Andes,228,2021-09-09,13982,2021-07-22,Galaxy Tab A8 2019 Lte/ T295 Silver,358893199817137,142205,80,18,12,con_comodato_80_18_12,Los Andes,Samsung A8/T295,6007,358893199817137,13982|358893199817137
Liceo Los Andes,228,2021-09-09,13982,2021-07-22,Galaxy Tab A8 2019 Lte/ T295 Silver,358893199815131,142205,80,18,13,con_comodato_80_18_13,Los Andes,Samsung A8/T295,6007,358893199815131,13982|358893199815131
Liceo Los Andes,228,2021-09-09,13982,2021-07-22,Galaxy Tab A8 2019 Lte/ T295 Silver,358893199815149,142205,80,18,14,con_comodato_80_18_14,Los Andes,Samsung A8/T295,6007,358893199815149,13982|358893199815149
Liceo Los Andes,228,2021-09-09,13982,2021-07-22,Galaxy Tab A8 2019 Lte/ T295 Silver,358893199813359,142205,80,18,16,con_comodato_80_18_16,Los Andes,Samsung A8/T295,6007,358893199813359,13982|358893199813359
Liceo Los Andes,228,2021-09-09,13982,2021-07-22,Galaxy Tab A8 2019 Lte/ T295 Silver,358893199810702,142205,80,18,17,con_comodato_80_18_17,Los Andes,Samsung A8/T295,6007,358893199810702,13982|358893199810702
Liceo Los Andes,228,2021-09-09,13982,2021-07-22,Galaxy Tab A8 2019 Lte/ T295 Silver,358893199809449,142205,80,18,18,con_comodato_80_18_18,Los Andes,Samsung A8/T295,6007,358893199809449,13982|358893199809449
Liceo Los Andes,228,2021-09-09,13982,2021-07-22,Galaxy Tab A8 2019 Lte/ T295 Silver,358893199809126,142205,80,18,19,con_comodato_80_18_19,Los Andes,Samsung A8/T295,6007,358893199809126,13982|358893199809126
Liceo Los Andes,228,2021-09-09,13982,2021-07-22,Galaxy Tab A8 2019 Lte/ T295 Silver,358893199897057,142205,80,18,20,con_comodato_80_18_20,Los Andes,Samsung A8/T295,6007,358893199897057,13982|358893199897057
Liceo Los Andes,228,2021-09-09,13982,2021-07-22,Galaxy Tab A8 2019 Lte,358893199799038,142205,80,18,21,con_comodato_80_18_21,Los Andes,Samsung A8/T295,6007,358893199799038,13982|358893199799038
Liceo Los Andes,228,2021-09-09,13982,2021-07-22,Galaxy Tab A8 2019 Lte,358893199799046,142205,80,18,22,con_comodato_80_18_22,Los Andes,Samsung A8/T295,6007,358893199799046,13982|358893199799046
Liceo Los Andes,228,2021-09-09,13982,2021-07-22,Galaxy Tab A8 2019 Lte,358893199799061,142205,80,18,23,con_comodato_80_18_23,Los Andes,Samsung A8/T295,6007,358893199799061,13982|358893199799061
Liceo Los Andes,228,2021-09-09,13982,2021-07-22,Galaxy Tab A8 2019 Lte,358893199799103,142205,80,18,24,con_comodato_80_18_24,Los Andes,Samsung A8/T295,6007,358893199799103,13982|358893199799103
Liceo Los Andes,228,2021-09-09,13982,2021-07-22,Galaxy Tab A8 2019 Lte,358893199799053,142205,80,18,25,con_comodato_80_18_25,Los Andes,Samsung A8/T295,6007,358893199799053,13982|358893199799053
Liceo Los Andes,228,2021-09-09,13982,2021-07-22,Galaxy Tab A8 2019 Lte,358893199807104,142205,80,18,26,con_comodato_80_18_26,Los Andes,Samsung A8/T295,6007,358893199807104,13982|358893199807104
